"feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)"
"course","3.7836809","3.5372340","0.5106","0.4681"
"court","3.9443333","3.9375000","0.6667","0.5000"
"courtesy","4.1670000","3.5000000","1.0000","0.0000"
"courthouse","2.1670000","2.2500000","0.0000","0.0000"
"courts","1.6110000","4.4583333","0.0000","0.3333"
"cousin","4.1665000","4.1250000","0.5000","0.5000"
"coutries","1.0000000","1.0000000","0.0000","0.0000"
"cover","3.5558333","3.8750000","0.5000","0.5000"
"coverage","2.8890000","3.2083333","0.3333","0.3333"
"covered","4.2780000","4.4166667","0.6667","0.6667"
"covering","3.6665000","3.0000000","0.5000","0.5000"
"covers","4.7780000","4.2500000","0.6667","0.6667"
"cow","2.0835000","2.3750000","0.0000","0.0000"
"cowardice","1.0000000","1.7500000","0.0000","0.0000"
"cowardly","3.9997500","6.7187500","0.5000","1.0000"
"cowards","4.8335000","4.2500000","0.5000","0.5000"
"cowboys","2.8330000","2.5625000","0.5000","0.0000"
"coworker","4.0000000","1.0000000","1.0000","0.0000"
"coworkers","2.8330000","4.2500000","0.0000","1.0000"
"cps","3.0000000","2.5000000","0.0000","0.0000"
"crack","1.0000000","1.0000000","0.0000","0.0000"
"crackdown","4.6670000","5.6250000","1.0000","1.0000"
"cracked","4.0000000","2.7500000","1.0000","0.0000"
"cracks","2.0000000","4.7500000","0.0000","0.5000"
"craft","3.6670000","3.8750000","0.0000","0.0000"
"crap","2.3000000","3.8625000","0.1000","0.5000"
"crapping","4.0000000","4.0000000","1.0000","1.0000"
"crappy","4.5835000","4.3125000","1.0000","1.0000"
"craps","7.0000000","4.8750000","1.0000","1.0000"
"crash","3.7949231","2.6923077","0.5385","0.1538"
"crashed","5.8330000","5.5000000","1.0000","1.0000"
"crashes","2.4165000","2.6875000","0.0000","0.5000"
"crashing","5.0000000","5.5000000","1.0000","1.0000"
"crawling","2.1670000","3.3750000","0.0000","0.0000"
"crazed","5.2223333","3.7083333","1.0000","0.6667"
"crazier","4.6670000","4.6250000","1.0000","1.0000"
"crazies","2.8330000","4.2500000","0.0000","1.0000"
"craziest","5.3330000","5.8750000","1.0000","1.0000"
"craziness","3.3330000","2.0000000","0.0000","0.0000"
"crazy","3.4064756","3.7759146","0.4024","0.4756"
"create","4.6998000","5.4000000","0.6000","0.8000"
"created","5.0238571","3.9642857","0.8571","0.4286"
"creates","4.0835000","3.0000000","0.5000","0.5000"
"creating","3.5757273","3.3977273","0.3636","0.5455"
"creation","5.0000000","7.0000000","1.0000","1.0000"
"creative","4.5000000","1.0000000","1.0000","0.0000"
"creature","3.0000000","3.5000000","0.5000","0.5000"
"creatures","4.5417500","4.5625000","0.7500","0.7500"
"credible","1.6670000","6.1250000","0.0000","1.0000"
"credit","3.2502500","4.8750000","0.5000","1.0000"
"creek","3.5835000","5.0000000","0.5000","1.0000"
"creeped","1.0000000","7.0000000","0.0000","1.0000"
"creeps","1.0000000","1.0000000","0.0000","0.0000"
"creepy","3.0000000","1.9375000","0.5000","0.0000"
"cremate","3.6670000","4.0000000","0.0000","1.0000"
"crescent","3.6670000","2.8750000","0.0000","0.0000"
"crew","2.3335000","4.5000000","0.0000","0.5000"
"crews","5.6670000","5.5000000","1.0000","1.0000"
"cricket","1.9165000","1.0000000","0.0000","0.0000"
"cried","6.0000000","3.2500000","1.0000","0.5000"
"cries","1.0000000","1.0000000","0.0000","0.0000"
"crime","3.4999677","4.2177419","0.4194","0.6129"
"crimes","3.3055667","4.4250000","0.3667","0.6667"
"crimes-so","7.0000000","7.0000000","1.0000","1.0000"
"criminal","3.5973333","3.9270833","0.5833","0.7500"
"criminalization","5.3330000","1.8750000","1.0000","0.0000"
"criminalize","1.3330000","1.0000000","0.0000","0.0000"
"criminals","3.4047143","3.8392857","0.2857","0.5714"
"crippled","4.0000000","4.0000000","1.0000","1.0000"
"crises","5.3330000","4.6250000","1.0000","1.0000"
"crisis","4.1916000","4.6000000","0.6000","0.7000"
"critic","4.2500000","5.1875000","0.5000","1.0000"
"critical","2.4721667","1.6666667","0.3333","0.1667"
"critically","3.6666000","3.3500000","0.6000","0.4000"
"criticism","2.4165000","5.1875000","0.0000","1.0000"
"criticize","1.0000000","1.0000000","0.0000","0.0000"
"criticized","1.0000000","1.0000000","0.0000","0.0000"
"critics","4.5000000","5.0000000","1.0000","1.0000"
"critiqued","1.0000000","2.1250000","0.0000","0.0000"
"critizice","3.8330000","3.7500000","0.0000","0.0000"
"critters","4.1670000","5.0000000","1.0000","1.0000"
"crop","3.5835000","4.8125000","0.5000","1.0000"
"crops","3.4002000","4.0750000","0.4000","0.6000"
"cross","5.0000000","4.3571429","0.7143","0.7143"
"crosses","7.0000000","7.0000000","1.0000","1.0000"
"crossfire","5.5000000","5.5625000","1.0000","1.0000"
"crossing","3.4166667","4.7500000","0.3333","0.8333"
"crossings","5.9165000","5.8750000","1.0000","1.0000"
"crowd","2.6666667","4.8333333","0.3333","0.6667"
"crowded","1.0000000","1.0000000","0.0000","0.0000"
"crowe","4.3335000","3.5625000","0.5000","0.5000"
"crucial","1.0000000","1.0000000","0.0000","0.0000"
"crucified","2.0000000","6.0000000","0.0000","1.0000"
"crude","1.6670000","5.1250000","0.0000","1.0000"
"cruel","4.1666667","5.2569444","0.5556","0.7222"
"cruelty","5.6250000","3.0937500","0.7500","0.2500"
"cruise","3.2500000","4.1250000","0.5000","0.5000"
"cruiser","4.6670000","4.6250000","1.0000","1.0000"
"crusade","5.5835000","5.5000000","1.0000","1.0000"
"crush","3.0000000","2.8750000","0.0000","0.0000"
"crushed","4.7502500","3.8281250","0.6250","0.5000"
"crushing","5.0000000","2.7500000","1.0000","0.5000"
"crutcher","5.6665000","5.2500000","1.0000","0.5000"
"cry","3.8332000","6.0000000","0.6000","1.0000"
"crying","3.3334000","2.9750000","0.4000","0.2000"
"csll","4.1670000","5.2500000","1.0000","1.0000"
"cuba","4.7223333","3.5000000","0.6667","0.6667"
"cubs","1.5000000","2.1250000","0.0000","0.0000"
"cucks","5.8330000","5.7500000","1.0000","1.0000"
"cuff","4.8330000","5.3750000","1.0000","1.0000"
"cui","1.0000000","2.1250000","0.0000","0.0000"
"culpable","4.3330000","4.6250000","1.0000","1.0000"
"culprit","5.1670000","6.8750000","1.0000","1.0000"
"culprits","2.6670000","6.0000000","0.0000","1.0000"
"cultivate","6.0000000","4.8750000","1.0000","1.0000"
"cultural","1.0835000","1.3125000","0.0000","0.0000"
"culture","3.4167222","3.5277778","0.3889","0.4444"
"cultures","3.0000000","4.2500000","0.0000","0.5000"
"cup","3.3890000","2.7083333","0.3333","0.3333"
"cup-of-joe","2.8330000","4.5000000","0.0000","1.0000"
"cure","3.5832500","3.2187500","0.2500","0.2500"
"cures","1.6670000","3.8750000","0.0000","0.0000"
"curiosity","5.2500000","6.0625000","1.0000","1.0000"
"curious","4.1667143","4.0714286","0.5714","0.5714"
"currencies","1.3330000","1.6250000","0.0000","0.0000"
"currency","3.5000000","4.4166667","0.3333","1.0000"
"current","3.5714286","3.8869048","0.4286","0.5714"
"currently","4.5832500","3.7656250","0.7500","0.5000"
"curse","4.1670000","3.2500000","1.0000","0.0000"
"curtail","5.1670000","6.2500000","1.0000","1.0000"
"curves","3.0000000","4.6250000","0.0000","1.0000"
"custody","3.1667500","2.4062500","0.5000","0.2500"
"customer","2.9165000","3.9375000","0.0000","0.5000"
"customers","4.0000000","4.1666667","0.5000","0.5000"
"cut","4.4834000","5.1875000","0.7000","0.9000"
"cute","5.4170000","5.8125000","1.0000","1.0000"
"cuties","6.6670000","6.6250000","1.0000","1.0000"
"cuts","3.5000000","4.6250000","0.0000","0.5000"
"cutting","1.9170000","2.7500000","0.0000","0.5000"
"cyanide","3.0835000","3.1250000","0.0000","0.5000"
"cyber","3.0000000","2.8750000","0.0000","0.0000"
"cyborg","1.0000000","4.7500000","0.0000","1.0000"
"cycle","4.3890000","2.7083333","0.6667","0.3333"
"cycles","5.1665000","5.1250000","1.0000","1.0000"
"cyclical","1.0000000","1.0000000","0.0000","0.0000"
"cymru","4.5000000","4.0000000","1.0000","1.0000"
"cynical","4.0000000","4.7500000","1.0000","1.0000"
"d","5.1666250","4.4062500","0.8750","0.5000"
"daca","1.0000000","2.8750000","0.0000","0.0000"
"dad","4.7222222","4.2638889","0.7778","0.6667"
"daddy","4.3330000","3.5000000","1.0000","0.0000"
"daily","4.2051538","4.1634615","0.6154","0.6154"
"dakota","3.4443333","4.0000000","0.3333","0.6667"
"dakota's","4.8330000","3.1250000","1.0000","0.0000"
"dam","4.6668000","5.0750000","0.6000","1.0000"
"damage","4.2323030","3.6818182","0.5758","0.4848"
"damaged","4.7002000","4.6250000","0.6000","0.6000"
"damages","2.0835000","5.3750000","0.0000","1.0000"
"damaging","3.5278333","4.2500000","0.5000","0.6667"
"damn","3.6666667","4.2083333","0.6667","0.6667"
"damned","3.0835000","3.8125000","0.5000","0.5000"
"damning","2.5000000","4.1250000","0.0000","1.0000"
"dance","2.3330000","2.0000000","0.0000","0.0000"
"dancer","4.0000000","3.7500000","1.0000","0.0000"
"dancers","1.0000000","1.0000000","0.0000","0.0000"
"dang","5.0000000","1.0000000","1.0000","0.0000"
"danger","3.1416500","3.9375000","0.3500","0.5000"
"dangerous","3.3821220","3.7835366","0.4146","0.5122"
"dangerously","2.8335000","4.6875000","0.0000","0.5000"
"dangers","3.8332000","3.7250000","0.6000","0.6000"
"dare","5.5835000","5.5625000","1.0000","1.0000"
"daring","1.0000000","7.0000000","0.0000","1.0000"
"dark","6.4165000","5.8750000","1.0000","1.0000"
"darker","2.4165000","1.6250000","0.0000","0.0000"
"darkness","3.6670000","3.2500000","0.0000","0.0000"
"darrell","1.5835000","3.3125000","0.0000","0.5000"
"dashboard","7.0000000","7.0000000","1.0000","1.0000"
"data","3.9697273","4.2727273","0.6364","0.5455"
"database","6.2500000","6.0625000","1.0000","1.0000"
"date","5.6905714","3.6964286","1.0000","0.5714"
"dating","1.5000000","1.0000000","0.0000","0.0000"
"daughter","4.1818182","5.0340909","0.6364","0.9091"
"daughter's","2.6667500","3.9375000","0.2500","0.7500"
"daughters","4.9165000","4.6562500","0.7500","1.0000"
"daunting","5.3330000","5.8750000","1.0000","1.0000"
"dave","5.5000000","5.6250000","1.0000","1.0000"
"david","6.0000000","5.8750000","1.0000","1.0000"
"davis","4.0000000","4.7500000","1.0000","1.0000"
"day","3.8765865","3.9879808","0.5096","0.5481"
"days","3.5625000","3.9218750","0.3750","0.5417"
"daytime","1.5000000","1.2500000","0.0000","0.0000"
"daze","3.8330000","1.3750000","0.0000","0.0000"
"dc","3.1670000","2.1250000","0.0000","0.0000"
"de-escalate","5.0000000","5.8750000","1.0000","1.0000"
"dead","4.3394000","3.9977273","0.6182","0.6000"
"deadline","4.8330000","5.5000000","1.0000","1.0000"
"deadly","4.2858571","4.5178571","0.5714","0.5714"
"deal","3.5090909","3.4522727","0.4545","0.4727"
"dealer","5.6670000","5.0000000","1.0000","1.0000"
"dealers","4.6670000","5.6250000","1.0000","1.0000"
"dealing","3.8518889","4.7777778","0.6667","0.8889"
"deals","2.5556667","2.2500000","0.3333","0.0000"
"dealt","4.4166667","3.2083333","0.5000","0.3333"
"dear","3.8889167","3.8125000","0.5000","0.5833"
"dearly","6.0000000","6.1250000","1.0000","1.0000"
"death","3.6074237","4.1927966","0.4746","0.5763"
"deaths","4.2738214","4.1562500","0.6786","0.6071"
"debate","4.0000000","4.3750000","0.5000","0.5000"
"debated","1.0000000","1.0000000","0.0000","0.0000"
"debates","1.0000000","2.3750000","0.0000","0.0000"
"debt","3.0000000","1.3750000","0.0000","0.0000"
"debts","4.3330000","4.1250000","1.0000","1.0000"
"decade","3.5000000","3.6250000","0.3333","0.6667"
"decades","3.1666875","3.7343750","0.3125","0.5625"
"decapitated","5.8330000","5.8750000","1.0000","1.0000"
"decease","7.0000000","7.0000000","1.0000","1.0000"
"deceased","3.3335000","4.3750000","0.0000","0.5000"
"deceived","1.1670000","2.7500000","0.0000","0.0000"
"deceively","1.0000000","7.0000000","0.0000","1.0000"
"decent","1.9721667","2.3958333","0.0000","0.3333"
"decide","2.7777778","4.0416667","0.3333","0.6667"
"decided","3.2456842","3.4210526","0.3684","0.4737"
"decides","5.5835000","6.4375000","1.0000","1.0000"
"deciding","3.5000000","5.5625000","0.5000","1.0000"
"deciduous","5.8330000","5.5000000","1.0000","1.0000"
"decimated","6.0000000","2.6875000","1.0000","0.0000"
"decision","3.3484545","3.5568182","0.3636","0.5455"
"decision-making","4.6670000","4.7500000","1.0000","1.0000"
"decisions","3.5668000","2.6250000","0.4000","0.4000"
"decisive","7.0000000","1.5000000","1.0000","0.0000"
"declare","2.0000000","1.0000000","0.0000","0.0000"
"declared","4.0000000","2.8333333","0.3333","0.3333"
"declaring","2.0000000","1.0000000","0.0000","0.0000"
"decline","4.0000000","4.7500000","1.0000","1.0000"
"declined","2.2776667","4.0000000","0.0000","0.6667"
"decompensating","5.1670000","5.8750000","1.0000","1.0000"
"decomposition","4.0000000","6.5000000","1.0000","1.0000"
"decrease","5.5835000","3.0000000","1.0000","0.0000"
"decreased","4.0555000","3.3541667","0.5000","0.3333"
"decreasing","4.1670000","4.5000000","1.0000","1.0000"
"decrepit","2.6670000","6.3750000","0.0000","1.0000"
"dedicated","3.6667500","4.4375000","0.5000","0.7500"
"deeds","1.0000000","4.5000000","0.0000","1.0000"
"deem","5.5000000","5.7500000","1.0000","1.0000"
"deemed","3.1110000","3.2083333","0.3333","0.3333"
"deems","4.5000000","4.3750000","1.0000","1.0000"
"deep","5.7915000","5.0937500","1.0000","1.0000"
"deepening","3.1670000","4.1250000","0.0000","1.0000"
"deeper","4.0417500","5.4375000","0.7500","1.0000"
"deepest","3.0835000","1.0000000","0.0000","0.0000"
"deeply","4.6668000","4.5250000","0.7000","0.7000"
"deface","7.0000000","1.0000000","1.0000","0.0000"
"default","5.3330000","1.8750000","1.0000","0.0000"
"defeat","1.2223333","3.0833333","0.0000","0.3333"
"defective","1.6670000","1.9375000","0.0000","0.0000"
"defence","3.6670000","2.8750000","0.0000","0.0000"
"defend","3.3888333","3.7916667","0.6667","0.5000"
"defended","4.3330000","4.6250000","1.0000","1.0000"
"defending","3.1113333","3.1666667","0.3333","0.3333"
"defense","3.7500000","4.6250000","0.5000","1.0000"
"defenseless","4.3571429","5.3928571","0.5714","0.8571"
"defied","3.1670000","5.2500000","0.0000","1.0000"
"definately","4.9165000","4.6250000","0.5000","1.0000"
"defined","5.9170000","5.8125000","1.0000","1.0000"
"defining","3.8330000","3.5000000","0.0000","0.0000"
"definitely","3.5044595","3.4831081","0.4595","0.4595"
"defintiely","2.3330000","1.8750000","0.0000","0.0000"
"deflect","4.1670000","4.0000000","1.0000","1.0000"
"deflower","1.0000000","1.7500000","0.0000","0.0000"
"deforestation","5.0000000","3.6250000","1.0000","0.0000"
"deformed","3.3330000","2.0000000","0.0000","0.0000"
"deformities","3.0000000","1.0000000","0.0000","0.0000"
"degradation","4.0000000","3.2500000","1.0000","0.0000"
"degrades","3.6670000","5.7500000","0.0000","1.0000"
"degrading","5.6670000","5.7500000","1.0000","1.0000"
"degredation","6.0000000","6.0000000","1.0000","1.0000"
"degree","5.2334000","5.0250000","0.8000","0.8000"
"degrees","3.9443333","4.1250000","0.6667","0.6667"
"dehumanizes","5.0000000","5.3750000","1.0000","1.0000"
"dehumanizing","3.0000000","6.0000000","0.0000","1.0000"
"del","7.0000000","1.7500000","1.0000","0.0000"
"delaware","1.5000000","1.2500000","0.0000","0.0000"
"delayed","3.6670000","6.1250000","0.0000","1.0000"
"delhi","4.4165000","2.9375000","0.5000","0.0000"
"deliberate","4.3330000","1.2500000","1.0000","0.0000"
"deliberately","4.8330000","4.8750000","1.0000","1.0000"
"deliberating","5.5000000","6.0000000","1.0000","1.0000"
"delicia","4.0000000","4.8750000","1.0000","1.0000"
"deliver","3.1670000","5.7500000","0.0000","1.0000"
"delivered","5.0000000","4.8125000","0.5000","0.5000"
"deluge","3.6670000","3.8750000","0.0000","0.0000"
"delusional","4.0835000","4.2500000","1.0000","1.0000"
"delve","1.0000000","1.0000000","0.0000","0.0000"
"demand","4.4668000","5.1750000","0.8000","0.8000"
"demanding","2.5553333","1.2500000","0.0000","0.0000"
"demeaned","1.0000000","5.7500000","0.0000","1.0000"
"dementia","4.1670000","2.0000000","0.5000","0.0000"
"demirta","7.0000000","7.0000000","1.0000","1.0000"
"democracy","4.4332000","5.2750000","0.6000","0.8000"
"democrat","2.6110000","3.0000000","0.0000","0.3333"
"democrat-voting","4.0000000","5.6250000","1.0000","1.0000"
"democratic","4.3333333","3.1041667","0.6667","0.5000"
"democrats","3.5000000","5.0714286","0.4286","0.7143"
"demographic","1.0000000","4.0000000","0.0000","1.0000"
"demographics","1.1670000","2.0000000","0.0000","0.0000"
"demolish","3.3330000","4.0000000","0.0000","1.0000"
"demonize","4.0000000","5.6250000","1.0000","1.0000"
"demons","5.5000000","1.0000000","1.0000","0.0000"
"demonstrated","6.3330000","3.7500000","1.0000","0.0000"
"demonstrates","2.3333333","5.5416667","0.0000","0.6667"
"demonstration","5.2500000","4.6250000","1.0000","1.0000"
"demonstrations","4.8330000","5.2500000","1.0000","1.0000"
"dems","5.3330000","1.0000000","1.0000","0.0000"
"dengue","3.1670000","4.2500000","0.0000","1.0000"
"denied","4.4721667","3.1250000","0.5000","0.3333"
"deniers","2.6670000","5.2500000","0.0000","1.0000"
"denies","2.0000000","6.0000000","0.0000","1.0000"
"denominations","3.8330000","5.1250000","0.0000","1.0000"
"densely","3.3330000","2.5000000","0.0000","0.0000"
"dent","3.6670000","3.8750000","0.0000","0.0000"
"deny","3.9761429","4.8392857","0.7143","0.8571"
"denying","2.8330000","7.0000000","0.0000","1.0000"
"deonte","3.5000000","4.6250000","0.0000","1.0000"
"department","3.7380000","4.9107143","0.5714","0.5714"
"departments","4.5000000","5.8125000","0.5000","1.0000"
"depend","3.4332000","3.4250000","0.4000","0.4000"
"dependent","2.5000000","1.3750000","0.0000","0.0000"
"depending","4.4165000","3.1875000","1.0000","0.5000"
"depends","7.0000000","7.0000000","1.0000","1.0000"
"depicted","5.1670000","5.3750000","1.0000","1.0000"
"deplete","2.3330000","3.0000000","0.0000","0.0000"
"deplorable","4.8330000","7.0000000","1.0000","1.0000"
"deployed","3.7917500","4.0000000","0.5000","0.5000"
"depo","5.6670000","4.8750000","1.0000","1.0000"
"deport","6.0000000","6.0000000","1.0000","1.0000"
"deportation","3.6665000","4.0625000","0.5000","1.0000"
"deportations","4.0000000","1.0000000","1.0000","0.0000"
"deported","3.9997500","3.5000000","0.7500","0.5000"
"deporting","2.3330000","3.1250000","0.0000","0.0000"
"deppression","6.0000000","5.3750000","1.0000","1.0000"
"depraved","1.0000000","3.5000000","0.0000","0.0000"
"depress","2.8330000","3.0000000","0.0000","0.0000"
"depressed","4.1667500","3.8750000","0.7500","0.5000"
"depressing","3.3335000","4.5625000","0.0000","0.5000"
"depression","4.1665556","4.2916667","0.5556","0.5556"
"depresstion","5.5000000","4.2500000","1.0000","1.0000"
"derailed","3.6670000","2.8750000","0.0000","0.0000"
"derailment","5.5000000","6.0000000","1.0000","1.0000"
